name,label,generation_method
express-auth-middleware,1,llm_hallucination_simulation
koaa,1,llm_hallucination_simulation
angularr,1,llm_hallucination_simulation
uuid-generator-v2,1,llm_hallucination_simulation
pmisma,1,llm_hallucination_simulation
node-web-mocha-api,1,llm_hallucination_simulation
app-eslint,1,llm_hallucination_simulation
log-prisma-server,1,llm_hallucination_simulation
mock-hapi,1,llm_hallucination_simulation
vue-composition-extras,1,llm_hallucination_simulation
crypto-socket-formatter,1,llm_hallucination_simulation
rediss,1,llm_hallucination_simulation
crypto-sequelize,1,llm_hallucination_simulation
auth-webpack,1,llm_hallucination_simulation
@types/test-esbuild-validator,1,llm_hallucination_simulation
vuee,1,llm_hallucination_simulation
auth-chalk-server,1,llm_hallucination_simulation
http-vue-utils,1,llm_hallucination_simulation
esbuildd,1,llm_hallucination_simulation
node-log-react-formatter,1,llm_hallucination_simulation
cache-axios-utils,1,llm_hallucination_simulation
mock-mongoose,1,llm_hallucination_simulation
lod-ash,1,llm_hallucination_simulation
@types/log-typescript-core,1,llm_hallucination_simulation
v-ue,1,llm_hallucination_simulation
web-chai-core,1,llm_hallucination_simulation
webpackk,1,llm_hallucination_simulation
node-crypto-express-formatter,1,llm_hallucination_simulation
config-react-helper,1,llm_hallucination_simulation
app-passport-validator,1,llm_hallucination_simulation
app-esbuild-api,1,llm_hallucination_simulation
jmst,1,llm_hallucination_simulation
http-nuxt-lib,1,llm_hallucination_simulation
http-lodash-server,1,llm_hallucination_simulation
node-data-passport-client,1,llm_hallucination_simulation
@types/data-nuxt-core,1,llm_hallucination_simulation
node-auth-lodash-parser,1,llm_hallucination_simulation
@types/crypto-koa,1,llm_hallucination_simulation
mock-nuxt-lib,1,llm_hallucination_simulation
crypto-commander-client,1,llm_hallucination_simulation
log-koa,1,llm_hallucination_simulation
mock-redis-api,1,llm_hallucination_simulation
dotehv,1,llm_hallucination_simulation
dotenvv,1,llm_hallucination_simulation
config-mocha-helper,1,llm_hallucination_simulation
@types/cache-next-validator,1,llm_hallucination_simulation
@types/config-prisma-server,1,llm_hallucination_simulation
auth-next-lib,1,llm_hallucination_simulation
sockett,1,llm_hallucination_simulation
node-cache-babel-helper,1,llm_hallucination_simulation
sequ-elize,1,llm_hallucination_simulation
node-moment-core,1,llm_hallucination_simulation
node-cache-fastify-formatter,1,llm_hallucination_simulation
cache-angular-core,1,llm_hallucination_simulation
http-sequelize-helper,1,llm_hallucination_simulation
config-nest,1,llm_hallucination_simulation
@types/dotenv-builder,1,llm_hallucination_simulation
log-eslint-validator,1,llm_hallucination_simulation
fas-tify,1,llm_hallucination_simulation
@types/crypto-lodash-helper,1,llm_hallucination_simulation
crypto-babel-builder,1,llm_hallucination_simulation
cache-commander-api,1,llm_hallucination_simulation
auth-commander-builder,1,llm_hallucination_simulation
cache-prisma,1,llm_hallucination_simulation
@types/cache-express-formatter,1,llm_hallucination_simulation
crypto-dotenv-core,1,llm_hallucination_simulation
rollup-builder,1,llm_hallucination_simulation
node-mock-eslint-api,1,llm_hallucination_simulation
app-socket-utils,1,llm_hallucination_simulation
node-test-rollup-api,1,llm_hallucination_simulation
config-dotenv-lib,1,llm_hallucination_simulation
file-socket-core,1,llm_hallucination_simulation
http-typescript-helper,1,llm_hallucination_simulation
