name,label,downloads,source
commander-js,1,3463,npmjs-mal-pkgs.with_stats.txt
pizza-pasta,1,312,npmjs-mal-pkgs.with_stats.txt
text-qrcode,1,155,npmjs-mal-pkgs.with_stats.txt
boogeyman,1,104,npmjs-mal-pkgs.with_stats.txt
portionfatty12,1,507,npmjs-mal-pkgs.with_stats.txt
malicious-do-not-install,1,512,npmjs-mal-pkgs.maloss.with_stats.txt
leetlog,1,409,npmjs-mal-pkgs.maloss.with_stats.txt
my-very-own-package,1,244,npmjs-mal-pkgs.maloss.with_stats.txt
only-test-not-install,1,1316,npmjs-mal-pkgs.maloss.with_stats.txt
npmtracker,1,570,npmjs-mal-pkgs.maloss.with_stats.txt
p4d-rpi-tools,1,2532,npmjs-mal-pkgs.maloss.with_stats.txt
install-stats,1,747,npmjs-mal-pkgs.maloss.with_stats.txt
scrimba,1,2874,npmjs-mal-pkgs.maloss.with_stats.txt
igniteui-cli,1,35141,npmjs-mal-pkgs.maloss.with_stats.txt
uasn1,1,341,npmjs-mal-pkgs.maloss.with_stats.txt
rsa-csr,1,1062,npmjs-mal-pkgs.maloss.with_stats.txt
ecdsa-csr,1,770,npmjs-mal-pkgs.maloss.with_stats.txt
greenlock-ssh-fingerprint,1,173,npmjs-mal-pkgs.maloss.with_stats.txt
jwk-to-ssh,1,402,npmjs-mal-pkgs.maloss.with_stats.txt
rsa-compat,1,1883223,npmjs-mal-pkgs.maloss.with_stats.txt
ssh-to-jwk,1,1032,npmjs-mal-pkgs.maloss.with_stats.txt
tysapi,1,166,npmjs-mal-pkgs.maloss.with_stats.txt
zenapi,1,211,npmjs-mal-pkgs.maloss.with_stats.txt
majuro,1,3339,npmjs-mal-pkgs.maloss.with_stats.txt
evil-package,1,1273,npmjs-mal-pkgs.maloss.with_stats.txt
nodes.js,1,820,npmjs-mal-pkgs.maloss.with_stats.txt
yummy-bolts,1,999,npmjs-mal-pkgs.maloss.with_stats.txt
ping-me-maybe,1,290,npmjs-mal-pkgs.maloss.with_stats.txt
avo,1,35965,npmjs-mal-pkgs.maloss.with_stats.txt
@fangrong/xoc,1,273,npmjs-mal-pkgs.maloss.with_stats.txt
ngx-context-menu,1,4486,npmjs-mal-pkgs.maloss.with_stats.txt
iie-viz,1,746,npmjs-mal-pkgs.maloss.with_stats.txt
jquery-airload,1,1299,npmjs-mal-pkgs.maloss.with_stats.txt
device-mqtt,1,766,npmjs-mal-pkgs.maloss.with_stats.txt
pensi-scheduler,1,2381,npmjs-mal-pkgs.maloss.with_stats.txt
slush-fullstack-framework,1,1113,npmjs-mal-pkgs.maloss.with_stats.txt
pyramid-proportion,1,754,npmjs-mal-pkgs.maloss.with_stats.txt
fallguys,1,0,npmjs-mal-pkgs.aug2020.txt
discord.js-user,1,2048,npmjs-mal-pkgs.sep2019.with_stats.txt
log-symboles,1,209,npmjs-mal-pkgs.sep2019.with_stats.txt
comander,1,3031,npmjs-mal-pkgs.sep2019.with_stats.txt
ember_cli_babe,1,92,npmjs-mal-pkgs.sep2019.with_stats.txt
8.9.4,1,13214,npmjs-mal-pkgs.sep2019.with_stats.txt
bmap,1,2569,npmjs-mal-pkgs.sep2019.with_stats.txt
require-port,1,234,npmjs-mal-pkgs.sep2019.with_stats.txt
uglyfi.js,1,189,npmjs-mal-pkgs.sep2019.with_stats.txt
sonatype,1,0,npmjs-mal-pkgs.jan2021.txt
an0n-chat-lib,1,0,npmjs-mal-pkgs.jan2021.txt
jquerry,1,0,npmjs-mal-pkgs.jan2021.txt
http-proxy-middelware,1,0,npmjs-mal-pkgs.jan2021.txt
